web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
1776377680-3682,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Jose,España,Litera en habitación compartida mixta de 12 camas,1 noche ·,Persona que viaja sola,Fantástico,"En general el personal, el ambiente, las instalaciones que me parecieron adecuadas y muy limpias. La cama era cómoda. La ubicación que conecta con todo es genial y el hotel cuenta con muchas plazas de parking para motos que me vino de perlas.","Creo que deberían poner algún cartel o advertir a los clientes que a partir de cierta hora no se debe hacer ruido. No es normal que a las 12 de la noche te vengan 2 personas haciendo ruidos, toqueteando el ventilador y llamando en voz muy alta a familiares y amigos. Que maldita falta de respeto. Pero, siendo de otro continente que esperas... Los monos también tienen derecho a dormir. Lamentable.","9,0",Fecha del comentario: 13 de septiembre de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3683,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Tete,Costa Rica,Litera en habitación compartida mixta de 12 camas,3 noches ·,Persona que viaja sola,Fantástico,"La locación está súper bien si se quiere estar moviéndose fácilmente por el centro de Valencia. Me pareció muy limpio, los baños divididos de hombre y mujeres, grandes y cómodos. 
Pude dejar mi maleta todo el día después del check out para seguir explorando la ciudad. 
El desayuno valió la pena, habían muchas opciones. 
Se conoce a gente muy linda! 
Volvería a River Hostel:)",,"9,0",Fecha del comentario: 9 de septiembre de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3684,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Martina,España,Litera en habitación compartida mixta de 12 camas,1 noche ·,En pareja,Cómodo y limpio. Excelente desayuno y personal agradable,"Camas cómodas y baños limpios, el desayuno es muy bueno!",Me tocó un grupo algo ruidoso en el pasillo pero tienes un número de whatsapp para avisar por ruidos molestos. Si buscas dormir toda la noche reserva habitaciones de menos gente,"8,0",Fecha del comentario: 9 de septiembre de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3685,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Lucilalacas,Irlanda,Litera en habitación compartida mixta de 12 camas,5 noches ·,Persona que viaja sola,Buena ubicación,"La ubicación sin dudas, es un hostel grande hay espacio para hacer chill. Personal muy amable. Buen desayuno.",El olor que había en general en el edificio. Poca luz natural. No tenían colchas para las camas y al estar el aire acondicionado encendido a la noche pase frío.,"7,0",Fecha del comentario: 8 de septiembre de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3686,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Florencia,Nueva Zelanda,Litera en dormitorio compartido mixto con 10 camas,2 noches ·,Persona que viaja sola,Muy lindo pero muy lleno de gente,"Muy buena ubicación, las camas cómodas. Tiene lavandería in situ",El hostel era muy grande por ende la cocina y los baños tendían a estar desordenados y un poco sucios por el uso.,"8,0",Fecha del comentario: 5 de septiembre de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3687,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Maria,Irlanda,Litera en una habitación compartida femenina,2 noches ·,Persona que viaja sola,Fantástico,"La ubicación y las instalaciones son excelentes! Las habitaciones compartidas tienen cortinas, lo que da privacidad.El desayuno era muy completo y te permiten dejar tu equipaje en las instalaciones antes del check in y luego del check out.","Parte del personal era desagradable.Las chicas hispanohablantes del staff eran muy amables y ayudaban en todo, habían otras chicas que no hablaban español y que no eran amables ni respondían de la mejor manera.","9,0",Fecha del comentario: 2 de septiembre de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3688,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Rich,Perú,Cama en habitación compartida mixta de 8 camas,2 noches ·,Persona que viaja sola,Hermoso,"El domingo me dieron tortilla de patatas y una paella, a más rica que probé nunca.","Quiza un pelin lejos de los paraderos de bus o tren, toca caminar sus 15 min para llegar o salir.","8,0",Fecha del comentario: 2 de septiembre de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3689,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Mii,España,Litera en habitación compartida mixta de 12 camas,3 noches ·,En familia,Fantástico,"La limpieza la atención, y la administración por edades , vi que había mucho chaval ami personal mente me gustó volvería a este  sitio",Realmente no tengo ninguna queja,"9,0",Fecha del comentario: 27 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3690,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Núria,España,Litera en habitación compartida mixta de 12 camas,2 noches ·,Persona que viaja sola,Muy bien,Ambiente y localizacion,Me gustaria que todos los empleados hablasen castellano.,"8,0",Fecha del comentario: 26 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3691,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Roseane,España,Litera en una habitación compartida femenina,1 noche ·,Persona que viaja sola,Bien,La cama e la almohada,"Las lavadoras no funcionan,  algunas recepcionista no hablan español y son antipaticas","7,0",Fecha del comentario: 26 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3692,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Romina,Uruguay,Litera en habitación compartida mixta de 12 camas,4 noches ·,Persona que viaja sola,Fantástico,"Muy prolijo, el personal súper amable y de hecho me cambiaron de cuarto cuando lo solicité por un chico que roncaba demasiado, y me pasaron a una habitación de solo chicas!",,"9,0",Fecha del comentario: 21 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3693,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Jorge,España,Cama en habitación compartida mixta de 8 camas,7 noches ·,Persona que viaja sola,Segunda vez que voy a este hostel!,"Espacios comunes, desayuno a buen precio, personal amigable",,"8,0",Fecha del comentario: 21 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3694,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Andres,España,Litera en habitación compartida mixta de 12 camas,4 noches ·,Persona que viaja sola,Muy bueno!,Buenas propuestas de excursiones y actividades en conjunto.,Faltaban ventiladores en la habitación.,"9,0",Fecha del comentario: 19 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3695,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Maria,Argentina,Cama en habitación compartida mixta de 4 camas,2 noches ·,En grupo,Muy bien,"El tamaño de la habitación, muy cómodas las camas.","Tuvimos un problema en la llegada, las camas que teníamos reservadas estaban ocupadas. Afortunadamente lo solucionaron para nuestra comodidad.","7,0",Fecha del comentario: 17 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3696,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Facundo,Italia,Litera en dormitorio compartido mixto con 10 camas,3 noches ·,Persona que viaja sola,Muy bien,La ubicación y comodidad.,"Por la noche hacía calor en las habitaciones, tiene aire acondicionado pero lo racionan.","8,0",Fecha del comentario: 17 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3697,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Maria,Colombia,Litera en una habitación compartida femenina,3 noches ·,En grupo,Es barato pero no se si vale la pena,"La ubicación está muy bien! Las camas muy cómodas y muy limpias!! el hostal no tiene aire acondicionado en todas las instalaciones solo en las habitaciones y lo suelen apagar, entonces ir al baño o salir de la habitación es una tortura del calor que hace. La cocina está bien, sin embargo los baños tienen mucha oportunidad de mejora, son muy encerrados calientes y huelen mal por el mismo encierro. El personas muy atento y están contigo en contacto 24h",,"7,0",Fecha del comentario: 14 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3698,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Johana,Argentina,Litera en dormitorio compartido mixto con 10 camas,3 noches ·,Persona que viaja sola,Muy bien,Las instalaciones buenas en general las habitaciones más o menos en relación al precio calidad. Muy buena ubicación,La atención no es muy buena. Estaría bueno que pongan chicos que al menos sepan ayudarte en info de la ciudad y hablen todos los idiomas. Me tocó una chica que no hablaba español y se encontraba sola en la recepción.,"8,0",Fecha del comentario: 13 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3699,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Paco,España,Litera en habitación compartida mixta de 12 camas,2 noches ·,Persona que viaja sola,Fantástico,Las de recepción eran muy amables,Fui al bar a tomar una bebida y no te dejaban pagar en efectivo,"9,0",Fecha del comentario: 12 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3700,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Andrés,España,Litera en dormitorio compartido mixto con 10 camas,1 noche ·,Persona que viaja sola,Muy bien,"Bien... Más amplio que otros..
Sole es increíble trabajadora que te ayuda a todo y super simpática ;) También el resto de personas. Llegué en madrugada y todo fue muy bien",,"8,0",Fecha del comentario: 11 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3701,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Blanca,Perú,Litera en una habitación compartida femenina,2 noches ·,Persona que viaja sola,Bien,Grande y funcional para un mochilero promedio como yo,Las camas súper limpias y la ventilación de los cuartos,"7,0",Fecha del comentario: 8 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3702,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Antonio,España,Litera en dormitorio compartido mixto con 10 camas,3 noches ·,En pareja,"Hostel céntrico,  muy aconsejable","Paula y Sol dos chicas recepcionistas, que nos ayudaron en todo momento y muy atentas en su trabajo.  Y del River hostel su ubicación, bien de limpieza y buen desayuno, sin duda volvería,  gracias","El aparato de aire acondicionado de la habitación,, hacía mucho ruido,","9,0",Fecha del comentario: 7 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3703,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Mevco,México,Litera en una habitación compartida femenina,2 noches ·,Persona que viaja sola,Acojedor,"Me gustó la actitud de todas las personas que trabajan en el hostal, se mostraban amables y accesibles siempre, el desayuno me pareció muy bueno pues era variado y completo y las habitaciones eran muy cómodas, me quedé en una habitación compartida femenina y la privacidad era uno de los principales puntos.",,"9,0",Fecha del comentario: 6 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-3704,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Victor,España,Litera en habitación compartida mixta de 12 camas,1 noche ·,Persona que viaja sola,Fantástico,Amables,,"9,0",Fecha del comentario: 5 de agosto de 2024,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
