nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel,positivo_clean,negativo_clean
meliá valencia,reino unido,suite presidencial the level,2,pareja,decepcionado porque no se cumplieron todas las expectativas,"Instalaciones limpias, cama muy cómoda y personal amable.","Me gustaría expresar mi decepción por nuestra reciente estancia en la suite presidencial de su hotel. Nos quedamos para celebrar el cumpleaños de mi esposo y, desafortunadamente, nuestra experiencia no cumplió con las expectativas, especialmente considerando la tarifa premium de la suite de 1000 euros por 2 noches. El problema principal fue que el jacuzzi, que fue la razón clave por la que reservamos la suite, no estaba funcionando desde el momento en que llegamos. Llegamos el día 20 por la noche y el jacuzzi no funcionaba en absoluto, pensamos que era demasiado tarde para molestar al personal. Lo informamos como defectuoso en la mañana de nuestro primer día, pero solo lo arreglaron tarde en la noche, alrededor de las 9 p.m. la noche anterior a nuestra partida, lo que significa que no pudimos usarlo durante la mayor parte de nuestra estadía. Si bien recibimos una disculpa y una nota dejada en la habitación junto con una botella de cava y unos bombones, sentimos que este gesto no compensó adecuadamente las molestias y la pérdida de valor. un descuento en la factura por las molestias habría sido más apropiado y significativo dadas las circunstancias. Fue particularmente decepcionante que la gerente no se presentara al abordar el tema, lo que le pareció impersonal y desdeñoso dada la situación. En una nota positiva, me gustaría felicitar al personal de recepción que intentó ayudar a trasladar el problema a su gerente. sin embargo, en general, la falta de una resolución oportuna y la forma en que se manejó el problema nos dejó bastante decepcionados, especialmente porque se suponía que iba a ser un regalo especial. Esperamos sinceramente que su equipo pueda tomar estos comentarios de manera constructiva para garantizar un mejor servicio y capacidad de respuesta para futuros huéspedes. Espero tener noticias de melia valencia. Saludos amables, minerva zuya suite 2905",6.0,2025-06-22,fabuloso,instalación limpio camar cómodo personal amable,gustar expresar decepción reciente suite presidencial quedar celebrar cumpleaños esposo desafortunadamente experiencia cumplir expectativa especialmente considerar tarifa premium suite 1000 euros noches problema principal jacuzzi razón clave reservar suite funcionar momento llegar llegar noche jacuzzi funcionar absoluto pensar molestar personal informar defectuoso mañana arreglar noche p.m noche partida significar poder usar él estadía recibir disculpa nota dejado botella cava bombón sentir gesto compensar adecuadamente molestia pérdida valor descuento factura molestia haber más apropiado significativo dado circunstancia particularmente decepcionante gerente presentar abordar tema parecer impersonal desdeñoso dar situación nota positivo gustar felicitar personal recepción intentar ayudar trasladar problema gerente general falta resolución oportuno forma manejar problema bastante decepcionado especialmente suponer ir regalo especial esperar sinceramente equipo tomar comentario constructivo garantizar mejor servicio capacidad respuesta futuro huésped esperar noticia melia saludo amable minerva zuya suite 2905
meliá valencia,españa,habitación meliá,2,pareja,promedio límite,,firmar por las toallas del hotel no se pudo hacer el check out tardío la habitación tenía olor a humedad el desayuno era normal y casi decepcionante el personal pedía a las personas que se fueran cuando el desayuno estaba cerrado,5.0,2025-06-21,fabuloso,,firmar toalla check out tardío olor humedad desayuno normal decepcionante personal pedir persona ser desayuno cerrado
meliá valencia,reino unido,habitación meliá,3,pareja,muy decepcionado,la zona del bar-salón. mucha zona para sentarse.,"El dormitorio olía a limpiador y enmascaraba un olor permanente. La ducha carecía de potencia y la temperatura era imposible de controlar. las camas estaban hechas con un nivel muy bajo. el área de la piscina estaba en mal estado, con vasos esparcidos por el piso y colillas de cigarrillos por todos los pisos allí y en las áreas para sentarse afuera de la entrada principal. Muy mala calidad de la comida tanto en el restaurante como en el bar. El desayuno era como un scrum de rugby y no se ofrecía suficiente comida debido al número en el comedor. Nos hemos alojado en hoteles Meliá durante más de 25 años y esta es la peor experiencia que hemos tenido. Además, los cargos por estacionamiento eran exorbitantes y solo eran un poco más baratos que los de un visitante ocasional de un día. Finalmente, el personal no pudo inscribirnos en el programa de puntos de recompensa. Estuvimos en el escritorio durante 30 minutos y todavía no podían encontrar la manera de hacerlo. En general quedamos muy decepcionados y. o de acuerdo con el estándar que asociaríamos con hoteles meliá",6.0,2025-06-09,fabuloso,zona bar-salón zona sentar él,dormitorio oler limpiador enmascarar olor permanente ducha carecer potencia temperatura imposible controlar cama hecho nivel área piscina vaso esparcido piso colilla cigarrillo piso área sentar él afuero entrada principal malo calidad comida restaurante bar desayuno scrum rugby ofrecer suficiente comida número comedor alojar hotel meliá más año experiencia cargo estacionamiento exorbitant más barato visitante ocasional finalmente personal inscribirno programa punto recompensa estuvir escritorio minuto poder encontrar general quedar decepcionado estándar asociaríar hotel meliá
meliá valencia,reino unido,suite junior supreme the level,6,familia,BIEN,personal increíble,,7.0,2025-06-07,fabuloso,personal increíble,
meliá valencia,estados unidos,habitación meliá con 1 cama extragrande,1,pareja,pésimo,,el aire acondicionado no funcionaba en la habitación,1.0,2025-05-29,fabuloso,,aire acondicionado funcionar
meliá valencia,reino unido,habitación meliá con vistas - 2 camas individuales,4,familia,El peor hotel en el que me he alojado en toda mi vida. el personal de recepción más amplio.,nuevo,"Asunto: experiencia decepcionante en [nombre del hotel] Estimado equipo de booking.com, espero que este mensaje se encuentre bien. Le escribo para expresar mi insatisfacción con mi reciente estadía en el hotel Melia, donde reservé tres habitaciones para mi familia. A nuestra llegada, descubrimos que las habitaciones carecían de varias comodidades esenciales, como plancha y tabla de planchar, agua potable, batas y lijadora. Además, cuando mi familia y yo intentamos comunicarnos con la recepción para solicitar estos artículos, mis llamadas se desconectaron repetidamente. Dado el mal servicio y la falta de servicios básicos, creo que este hotel no merece más que una calificación de dos estrellas. Agradezco su atención a este asunto y espero ver mejoras en el futuro. gracias por su ayuda.",2.0,2025-05-15,fabuloso,,asunto experiencia decepcionante nombre estimado equipo booking.com esperar mensaje encontrar escribir expresar insatisfacción reciente estadir melia reservé habitación familia llegada descubrir habitación carecer comodidad esencial plancha tabla planchar agua potable bata lijadora familia intentar comunicarno recepción solicitar artículo llamada desconectar repetidamente servicio falta servicio básico merecer más calificación estrella agradecer atención asunto esperar mejora futuro gracias ayuda
meliá valencia,países bajos,habitación meliá,1,pareja,decepcionado en relación con visitas anteriores,n / A :,ser,7.0,2025-05-04,fabuloso,,
meliá valencia,reino unido,habitación meliá con 1 cama extragrande,2,pareja,En general es un hotel muy bonito a un precio razonable y con buenas instalaciones.,"Muy bonito hotel moderno con excelentes instalaciones a un costo razonable. No usé el spa, pero el área de la piscina era realmente agradable. habitación grande, muy espaciosa. cerca del metro ya sólo 2 3 paradas del casco antiguo.","El aire acondicionado funcionaba, pero la temperatura del aire no era lo suficientemente fría y, como en el piso 14 sin ventanas que se podían abrir, hacía mucho calor para dormir. Habitaciones mal diseñadas en cuanto a zona de espejos para arreglarse, sin enchufes cerca para utensilios para el cabello. Ubicación cerca del metro, pero estaba bastante lejos de todo y el metro parecía terminar alrededor de las 11 p. m., lo que significaba una larga caminata de regreso. baño un poco anticuado.",7.0,2025-04-26,fabuloso,bonito moderno excelente instalación costo razonable usé spa área piscina realmente agradable espaciós cerca metro parada casco antiguo,aire acondicionado funcionar temperatura aire suficientemente frío piso ventana poder abrir hacer calor dormir habitación diseñado zona espejo arreglar él enchuf cerca utensilio cabello ubicación cerca metro bastante lejos metro parecer terminar significar largo caminata regreso baño anticuado
meliá valencia,reino unido,suite junior,1,familia,no feliz,,Reservé una habitación con dos niños de 6 y 3 años y nos dieron dos cunas y cuando pedí una cama no fueron muy serviciales y dijeron que nos cobrarían más.,6.0,2025-04-01,fabuloso,,reservé niño año cuna pedir cama servicial cobrar más
meliá valencia,italia,habitación meliá,1,persona que viaja sola,La piscina cuesta 45 por 1 hora y cualquier servicio está incluido.,buen diseño.,"en las habitaciones muestran un spa y piscina que no es de ellos. Sé que en todos los hoteles el spa es de pago, pero normalmente la piscina es gratuita. aquí el precio es 45 por 1 hora. Por el mismo precio puedes reservar un hotel mejor en el centro en este punto. Si el grupo no es suyo, no lo muestre ni haga publicidad.",1.0,2025-03-09,fabuloso,diseño,habitación mostrar spa piscina hotel spa pago normalmente piscina gratuito precio hora precio poder reservar mejor centro punto grupo mostrar hacer publicidad
meliá valencia,reino unido,habitación meliá,1,familia,Reglas estúpidas que no se centran en el cliente.,vestíbulo,inflexibilidad de reglas estúpidas que ponen al cliente en segundo lugar.,6.0,2025-03-01,fabuloso,vestíbulo,inflexibilidad regla estúpido poner cliente lugar
meliá valencia,españa,habitación meliá con vistas - 1 cama extragrande,3,grupo,Excelentes vistas pero demasiado caras para lo que era!!,las vistas de nuestra habitación!,"La habitación era demasiado sencilla para un hotel de 4 estrellas. No hay cafetera, sólo bolsitas pequeñas. sin bata de baño ni pantuflas. No hay enchufe para afeitar ni plancha de pelo en el baño. Sólo 1 enchufe en el espacio principal de la habitación. Internet muy malo. El desayuno estaba frío el primer día, toda la comida. ¡Demasiado caro para lo que era!",4.0,2024-11-11,fabuloso,vista,sencillo estrella cafetero bolsita pequeño bata baño pantufla enchufe afeitar plancha pelo baño enchufe espacio principal internet malo desayuno frío comida caro
meliá valencia,suiza,habitación meliá con 1 cama extragrande,1,pareja,hotel de negocios en valencia a la altura de los estándares de mélia,"Sólo estuvimos una noche, lo cual estuvo bien. desayuno variado y cómodo aparcamiento subterráneo donde poder cargar nuestro coche eléctrico. Buena insonorización. Nuestra habitación daba a varias calles concurridas. cama cómoda y baño moderno. Justo lo que esperas de Mélia.",Realmente no hay quejas.,7.0,2024-10-13,fabuloso,estuvimos noche desayuno variado cómodo aparcamiento subterráneo cargar coche eléctrico buen insonorización dar calle concurrido cama cómodo baño moderno justo espera mélia,realmente queja
meliá valencia,españa,habitación supreme,4,grupo,BIEN,buen interior y disponibilidad de un spa gran masaje,"Reservé mi habitación con un día de anticipación para garantizar el check-in temprano, pero tuve que esperar más de dos horas para que la habitación estuviera lista. el hotel reservó dos veces una habitación para el mismo día. Esto es inaceptable, especialmente considerando el precio de la habitación.",7.0,2024-10-07,fabuloso,interior disponibilidad spa masaje,reservé anticipación garantizar check-in tener esperar más hora estar lista reservar inaceptable especialmente considerar precio
meliá valencia,reino unido,habitación meliá con 1 cama extragrande,1,pareja,podría haber sido mejor,la decoración del hotel y la amabilidad del personal!,"Pedí una habitación con cama king, pero la habitación en la que nos hospedamos tenía 2 camas juntas, lo cual para una pareja no es ideal. Además, la habitación olía a humedad, pero no estoy seguro si eso se debe a que el aire acondicionado estaba encendido al máximo incluso antes de que entráramos a nuestra habitación.",5.0,2024-09-23,fabuloso,decoración amabilidad personal,pedir cama king hospedar cama junto pareja ideal olía humedad seguro aire acondicionado encendido máximo entráramos
meliá valencia,estados unidos,habitación meliá con vistas - 1 cama extragrande,7,pareja,excelente,habitación,El desayuno podría tener más opciones.,7.0,2024-09-01,fabuloso,,desayuno más opción
meliá valencia,estados unidos,habitación meliá con 1 cama extragrande,1,familia,agradable,,mal olor en el baño. ascensores lentos,6.0,2024-08-22,fabuloso,,olor baño ascensor lento
meliá valencia,españa,habitación supreme,1,familia,"Un breve descanso agradable, pero no bueno para familias que quieran utilizar la piscina o el spa juntos.",ubicación,"Reservamos basándose en que había estacionamiento e instalaciones de spa. Cuando llegamos, el estacionamiento era de 24 horas por día y el spa solo estaba disponible para adultos, no para nuestra hija, lo que significaba que no utilizamos ninguna de esas instalaciones. Hubiera sido bueno que me hubieran informado de estos detalles antes de reservar. Además, las fotos de la propiedad muestran un edificio blanco y lo que parece ser una gran piscina. la realidad era una pequeña piscina en la azotea invadida por niños gritando, el agua de la piscina estaba muy turbia y poco atractiva, y el impresionante edificio blanco que se muestra en la foto era en realidad el hotel al otro lado de la carretera... ¡muy engañoso!",7.0,2024-08-14,fabuloso,ubicación,reservar basar él estacionamiento instalación spa llegar estacionamiento hora spa disponible adulto hija significar utilizar instalación haber haber informar detalle reservar foto propiedad mostrar edificio blanco piscina realidad pequeño piscina azotea invadido niño gritar agua piscina turbio atractivo impresionante edificio blanco mostrar foto realidad carretera ... engañoso
meliá valencia,reino unido,habitación meliá con 1 cama extragrande,4,pareja,BIEN,"La experiencia general del hotel fue buena, la piscina de la azotea fue una ventaja y el personal fue amable.",El desayuno fue decepcionante: la selección caliente siempre estaba fría. El spa es adicional y bastante caro.,7.0,2024-07-25,fabuloso,experiencia general buen piscina azotea ventaja personal amable,desayuno decepcionante selección caliente frío spa adicional bastante caro
meliá valencia,reino unido,habitación meliá,1,grupo,muy mal,El área alrededor de la piscina era agradable.,"Nos tomó más de 45 minutos registrarnos y luego, cada vez que necesitabas algo, las colas para desplazarte por el hotel y hablar con el personal eran ridículas. solo x2 ascensores en funcionamiento para pisos x28...",2.0,2024-07-02,fabuloso,área piscina agradable,tomar más minuto registrarno necesitaba cola desplazar tú hablar personal ridícula ascensor funcionamiento piso x28 ...
meliá valencia,reino unido,habitación meliá con 1 cama extragrande,1,pareja,decepcionante,ubicación y estacionamiento,"Habitación, vistas, ascensor averiado, instalaciones para perros cuando hace mal tiempo. obligados a comer comida de cafetería con opciones limitadas. Obligado a mejorar la habitación para permitir el perro. Cargo adicional considerable por perro, pero solo se notifica después de la reserva.",6.0,2024-06-30,fabuloso,ubicación estacionamiento,vistas ascensor averiado instalación perro tiempo obligado comer comida cafetería opción limitado obligado mejorar permitir perro cargo adicional considerable perro notificar reserva
meliá valencia,reino unido,habitación meliá,1,pareja,ruidoso una c,"bonitas habitaciones, buen desayuno, ubicación","El aire acondicionado central no se podía apagar y hacía ruido toda la noche, lo que hacía muy difícil dormir. El termostato de la habitación no tuvo efecto y no pudimos ajustar la temperatura de la habitación. Informé al personal por la mañana, cuando nos marchamos. la compensación que ofrecieron por una mala noche de sueño a pesar de la alta tarifa fue mínima, simplemente renunciaron a la tarifa de estacionamiento.",6.0,2024-05-13,fabuloso,bonito habitación desayuno ubicación,aire acondicionado central poder apagar hacer ruido noche hacer difícil dormir termostato efecto poder ajustar temperatura informé personal mañana marchir compensación ofrecer malo noche sueño alto tarifa mínimo simplemente renunciar tarifa estacionamiento
meliá valencia,reino unido,habitación meliá,3,persona que viaja sola,Fue lo esperado y entregó lo que necesitaba en general durante un buen par de días.,"El desayuno era muy bueno con una selección muy amplia. La comida caliente no era de mi gusto, pero la calidad era muy buena. La habitación era cómoda y la cama era muy cómoda. La única queja que tuve fue que mi televisor no funcionaba, pero no lo descubrí hasta el último día, por lo que realmente no afectó mi estadía.",Pagué por adelantado 25 euros al día por servicios adicionales que no iba a utilizar y luego me reembolsaron el cargo. Simplemente no se siente tan bien desde la perspectiva del cliente.,7.0,2024-05-01,fabuloso,desayuno selección amplio comida caliente gusto calidad buen cómodo cama cómodo único queja tener televisor funcionar descubrí realmente afectar estadía,pagar adelantado euros servicio adicional ir utilizar reembolsar cargo simplemente sentir perspectiva cliente
meliá valencia,reino unido,suite junior,6,familia,"Excelente ubicación, pero el hotel es demasiado caro y necesita mejoras.","La ubicación era excelente, tiene un vestíbulo muy espacioso y cómodo. el desayuno era bueno. Las habitaciones familiares son muy amplias. el personal de limpieza fue excelente.","el personal no es profesional y parecía tratar a los huéspedes con desdén. Cambiaron el horario de apertura del desayuno después de Semana Santa y no notificaron a los invitados adecuadamente con un cartel, etc. Bajamos y nos dijeron que estaba cerrado. Tuve que quejarme con el gerente. Nos permitieron comer en el vestíbulo, pero fue innecesariamente estresante comenzar el día en que nos dieron fruta y agua en nuestra habitación como disculpa. pero fue la gota que colmó el vaso en una estancia normal. Las habitaciones son muy oscuras y anticuadas. La decoración marrón en todas partes no es muy atractiva. las cortinas no cerraron correctamente. La ventilación no era buena, no se podían abrir las ventanas y el aire acondicionado no funcionaba correctamente, por lo que las habitaciones estaban cargadas y olían mal. La temperatura de la ducha era muy difícil de regular, era agua fría o hirviendo. El hotel intentó arreglarlo, pero creo que es necesario reemplazarlo y también goteó agua por todo el baño. Los televisores no eran Smart TV, por lo que no había Netflix ni ningún tipo de transmisión de vapor ni canales en inglés. Los ascensores son muy lentos, por lo que a veces tardamos mucho en llegar a nuestras habitaciones. y cosas tontas como que las tazas de café eran demasiado grandes para la máquina de café en la habitación simplemente no tenían sentido. La piscina está ahí solo para la estrella extra, es pequeña, muy fría y no está en una ubicación muy acogedora del hotel. No reserve esto para la piscina, no vale la pena.",6.0,2024-04-04,fabuloso,ubicación excelente vestíbulo espacioso cómodo desayuno habitación familiar amplio personal limpieza excelente,personal profesional parecer tratar huésped desdén cambiar horario apertura desayuno semana santo notificar invitado adecuadamente cartel etc. bajir cerrado tener quejar yo gerente permitir comer vestíbulo innecesariamente estresante comenzar fruta agua disculpa gota colmar vaso normal habitación oscuro anticuado decoración marrón parte atractivo cortina cerrar correctamente ventilación buen poder abrir ventana aire acondicionado funcionar correctamente habitación cargado oler temperatura ducha difícil regular agua fría hirveir intentar arreglar él necesario reemplazar él gotear agua baño televisor smart netflix tipo transmisión vapor canal inglés ascensor lento tardar llegar habitación cosa tonto taza café máquina café simplemente tener sentido piscina estrella extra pequeño frío ubicación acogedoro reservar piscina valer pena
meliá valencia,reino unido,habitación meliá con 1 cama extragrande,5,familia,BIEN,"el hotel es hermoso. Las habitaciones están bien y los baños son preciosos. Gran ducha y las habitaciones se limpian todos los días. El desayuno es muy bueno, aunque un poco caro. La comida en el hotel es buena en general.",el personal no es muy acogedor ni servicial. El spa cuesta más y no tiene una buena relación calidad-precio.,7.0,2024-04-02,fabuloso,hermoso habitación baño precioso ducha habitación limpiar desayuno caro comida buen general,personal acogedor servicial spa costar más buen relación calidad-precio
meliá valencia,reino unido,habitación meliá,4,pareja,Bueno y cómodo. El mal desayuno estropeó el impacto de la impresión general.,"Camas cómodas y, de hecho, la habitación estaba bien. todo el personal bien. La velocidad de los ascensores también es muy buena.","el desayuno. el buffet caliente estaba frío: huevos, tocino, frijoles el día 1 y el día 2, el día 3 nos quejamos el día 4, evitamos el calor por completo y solo comimos desayuno continental. Los platos también estaban fríos, ¡ni siquiera calientes! La selección de cereales también era limitada. Así que definitivamente no vale 17,5 euros.",7.0,2024-03-05,fabuloso,cama cómodo personal velocidad ascensor buen,desayuno buffet caliente frío huevo tocino frijo él quejar evitar calor completo comer desayuno continental plato frío siquiera caliente selección cereal limitar definitivamente valer 17.5 euros
meliá valencia,reino unido,habitación meliá con 1 cama extragrande,1,pareja,No es la experiencia que esperaba.,"El vestíbulo del hotel era muy bonito, olía muy bien, el desayuno era muy bueno, comida continental y cocinada. Selección de tés frescos que estaban muy bien. Le envié un mensaje al hotel antes de llegar para decirle que era el cumpleaños de mi esposo y que por favor podían poner un poco de prosecco o chocolates en la habitación. Hicieron ambas cosas, lo cual fue encantador.","los muebles estaban un poco desgastados, la cabecera tenía manchas, las sábanas tenían manchas viejas y tenues, el secador de pelo en el baño estaba desgastado, los artículos de tocador estaban medio llenos y no había albornoces. Esperaba que los estándares fueran mucho más altos en un hotel de 4 estrellas. También elegí este hotel porque tenía un spa, intenté reservar un masaje para los dos y no tenían nada disponible hasta las 8 p. m., lo cual era demasiado tarde porque queríamos salir a cenar, y no quieres salir a cenar cuando acabas de recibir un masaje. Estaba bastante decepcionado con la experiencia general. Reservé el Meliá como sorpresa para el cumpleaños de mi marido. No me quejé porque no quería arruinarle el día a mi marido.",7.0,2024-03-04,fabuloso,vestíbulo bonito oler desayuno comida continental cocinado selección tés fresco enviar mensaje llegar decir él cumpleaños esposo favor poder prosecco chocolate ambos cosa encantador,mueble desgastado cabecera mancha sábana tener mancha viejo tenu secador pelo baño desgastado artículo tocador lleno albornoz esperar estándar ser más alto estrella elegí spa intentar reservar masaje tener disponible querer salir cenar querer salir cenar acaba recibir masaje bastante decepcionado experiencia general reservé meliá sorpresa cumpleaños marido quejar querer arruinar él marido
meliá valencia,estados unidos,habitación meliá,3,grupo,BIEN,moderno,Muy baja presión de agua para ducharse. Limitación de la temperatura con la que puedes ducharte. sin señal de televisión.,7.0,2024-02-02,fabuloso,moderno,bajo presión agua duchar él limitación temperatura poder duchartir señal televisión
meliá valencia,suiza,habitación meliá con 1 cama extragrande,1,familia,demasiado caro para lo que es,,"La comida del desayuno podría mejorarse, así como sus controles de privacidad. Anotar la información de la tarjeta de crédito en una hoja de papel no es una buena práctica.",5.0,2023-12-30,fabuloso,,comida desayuno mejorar él control privacidad anotar información tarjeta crédito hoja papel buen práctica
meliá valencia,españa,habitación meliá con 1 cama extragrande,2,pareja,"No es tan bonito como sugieren las fotos, pero está bien.",muy limpio y moderno. amplias habitaciones.,"Las fotos sugerirían que el spa es parte del hotel. No lo es y hay que reservarlo y pagar más. en nuestro caso no quedaron espacios. Además la piscina estaba cerrada a pesar del sol y los 20 grados. No hay terraza en la azotea para las personas que no se alojan en suites caras. Considerándolo todo, las fotos aumentan un poco las ventas del lugar.",5.0,2023-11-23,fabuloso,limpio moderno amplio habitación,foto sugeririr spa reservar él pagar más caso quedar espacio piscina cerrado sol grado terraza azotea persona alojar suite cara considerándolo foto aumentar venta lugar
meliá valencia,reino unido,habitación meliá,1,persona que viaja sola,"Consideraré regresar, un hotel eficiente.","inteligente y limpio, buena relación calidad-precio",el aire acondicionado en el dormitorio no funcionaba bien,7.0,2023-11-13,fabuloso,inteligente limpio buen relación calidad-precio,aire acondicionado dormitorio funcionar
meliá valencia,reino unido,habitación familiar,3,grupo,bueno pero frustrante,limpio y aireado,"el check-in fue a las 3:00 p.m. llegamos temprano como indicamos en nuestro formulario de reserva y yo debajo de nuestra habitación no estaba realmente y dejamos fuera los casos y regresamos, pero no entramos a nuestra habitación hasta las 4:35 p.m. además, solo podías reservar el desayuno para todos los días de tu estadía en lugar de reservar la noche anterior. No leí eso en los términos.",6.0,2023-11-02,fabuloso,limpio aireado,check-in 3:00 p.m llegar indicir formulario reserva realmente dejar caso regresar entrar 4:35 p.m podía reservar desayuno estadía lugar reservar noche leer término
meliá valencia,reino unido,habitación familiar,2,familia,Muy decepcionado con los estándares de Meliá en otros hoteles Meliá en los que he estado.,la ubicación era buena para donde lo necesitaba,El acceso al spa sin tener que reservar un masaje. El desayuno estaba frío.,1.0,2023-10-30,fabuloso,ubicación buen necesitar,acceso spa reservar masaje desayuno frío
meliá valencia,reino unido,habitación meliá con vistas - 1 cama extragrande,2,familia,"No tiene una buena relación calidad-precio, buena ubicación donde necesitábamos decepcionarnos con el acceso a la zona de spa.",habitación familiar de buen tamaño,La calidad de la comida es mala. No hay acceso al spa a menos que tengas que pagar por el masaje.,4.0,2023-10-29,fabuloso,familiar tamaño,calidad comida malo acceso spa tengar pagar masaje
meliá valencia,reino unido,suite junior,2,pareja,"Probablemente no volveremos, pero no fue terrible.",personal y ubicación,"las alfombras de las habitaciones no están limpias, algunas luces de las habitaciones no funcionan, la puerta de la ducha no se cierra correctamente, la ducha realmente no está a la altura del estándar, falta total de enchufes necesarios hoy en día para USB y carga de dispositivos.",7.0,2023-09-12,fabuloso,personal ubicación,alfombra habitación limpio luz habitación funcionar puerta ducha cerrar correctamente ducha realmente altura estándar falta enchuf necesario usb carga dispositivo
meliá valencia,reino unido,habitación meliá,3,grupo,"En general, las habitaciones, la sensación y las instalaciones modernas eran buenas, el personal podría haber sido mucho mejor.",el ambiente moderno del hotel el bar del vestíbulo,El desayuno era muy normal y el desayuno caliente estaba frío. El personal de recepción fue muy antipático. La comida alrededor de la piscina era terrible.,6.0,2023-09-10,fabuloso,ambiente moderno bar vestíbulo,desayuno normal desayuno caliente frío personal recepción antipático comida piscina terrible
meliá valencia,reino unido,habitación meliá con 1 cama extragrande,1,grupo,El hotel era excelente aparte de la comida.,La comida no era aceptable. Parecía que tenías problemas con el chef. Nuestra comida fue devuelta.,La comida y el servicio del restaurante no eran aceptables.,7.0,2023-09-10,fabuloso,comida aceptable parecer tenía problema chef comida devuelta,comida servicio restaurante aceptable
meliá valencia,francia,habitación meliá con vistas - 2 camas individuales,1,persona que viaja sola,base de servicio,nada,mal servicio por todas partes,1.0,2023-09-09,fabuloso,,servicio parte
meliá valencia,bélgica,habitación meliá,3,familia,Está a 30 minutos del centro en autobús y a 40 minutos de la playa más cercana en metro. Tanto la parada de autobús como el metro están cerca. lo disfrutamos,"buena habitación, vestíbulo, entrada","En booking.com no se menciona que el spa de las instalaciones no está incluido en la reserva. Después de registrarme, me dijeron que es administrado de forma privada y que no está incluido. La piscina está bien.",7.0,2023-09-04,fabuloso,buen vestíbulo entrada,booking.com mencionar spa instalación incluido reserva registrar yo administrar forma privado incluido piscina
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,pareja,Muy buen hotel y me encanta el colchón.,"Me gusta todo en este hotel y la comodidad de mi habitación y también la cama era increíblemente buena. Tuve la habitación en 2009. Muy limpio, el desayuno absolutamente bueno y el estacionamiento muy útil.","todo excepto el nombre de la recepcionista señora. Isabel. Ella nos recibe con una cara muy antipática, grosera y fría. Mi esposo le estaba preguntando sobre la habitación que reservamos y como teníamos perros, ella dijo que necesitábamos reservar otra habitación que no tuviera alfombra, lo cual prefiero porque soy alérgico. Estaba feliz con el cambio. pero su cara me molestó y nos enfrió por completo. Consideré que alguien podría cambiarla desde la recepción ya que no encaja en ese espacio.",6.0,2023-08-30,fabuloso,gustar comodidad cama increíblemente buen tener 2009 limpio desayuno absolutamente estacionamiento útil,nombre recepcionista señora isabel recibir cara antipático grosero fría esposo preguntar reservar tener perro necesitár reservar tener alfombra preferir alérgico feliz cambio cara molestar enfriar completo considerar alguien cambiar él recepción encajar espacio
meliá valencia,reino unido,habitación meliá,3,grupo,bueno pero podría haber sido mucho mejor.,Jabones limpios y de calidad y muchas toallas.,"Éramos 3 mujeres en una habitación, teníamos 3 camas y toallas para 3 personas, pero solo había dos tazas y solo dos aguas y dos vasos y solo suficiente agua, té, café y leche para dos personas, sin embargo, había 3 personas en nuestra habitación 618, 621. Pedimos más leche y nos dijeron que la política del hotel es proporcionar leche solo para la primera noche, ¡nos quedamos 3 noches! Melia Valencia necesita cambiar su política y si hay 3 personas en una habitación debe asegurarse de que las 3 personas reciban el servicio adecuado.",6.0,2023-08-25,fabuloso,jabón limpio calidad toalla,ser mujer tener cama toalla persona taza agua vaso suficiente agua café leche persona persona 618 621 pedir más leche política proporcionar leche noche quedar noche meliar necesitar cambiar política persona asegurar él persona recibir servicio adecuado
meliá valencia,reino unido,habitación meliá con 1 cama extragrande,4,grupo,aceptable,,chinches,5.0,2023-08-13,fabuloso,,chinches
meliá valencia,españa,habitación meliá,1,grupo,agradable,,Las fotos de la piscina eran engañosas. Las señoras de la limpieza se habían olvidado de limpiar la ducha.,6.0,2023-08-07,fabuloso,,foto piscina engañoso señora limpieza olvidar limpiar ducha
meliá valencia,alemania,habitación meliá,1,pareja,Recomiendo encarecidamente este hotel. un verdadero hotel de 4 estrellas,"- El desayuno era bueno, pero no demasiado bueno para los estándares de Meliá. Algunos camareros, no camareras, eran antipáticos. esto es muy importante para mí. No sonríen ni responden correctamente. - La habitación era espaciosa, el aire acondicionado estaba funcionando cuando entramos a la habitación, el baño y el inodoro estaban limpios. - El wifi funcionaba correctamente.",- el hotel tenía sólo 3 ascensores. Supongo que el edificio tenía más de 20 niveles y había demasiados invitados esperando por la mañana o por la noche. - Faltan accesorios como pantuflas o bastoncillos de algodón en el baño.,7.0,2023-07-29,fabuloso,desayuno estándar meliá camarero camarera antipático importante sonriar responder correctamente espaciós aire acondicionado funcionar entrar baño inodoro limpio wifi funcionar correctamente,ascensor suponer edificio más nivel demasiado invitado esperar mañana noche faltar accesorio pantufla bastoncillo algodón baño
meliá valencia,países bajos,habitación supreme,3,pareja,BIEN,"el desayuno, el personal, las vistas, la piscina, las conexiones de transporte público, el vestíbulo","No hay durmientes en las habitaciones, ni escobilla de baño.",7.0,2023-07-06,fabuloso,desayuno personal vista piscina conexión transporte público vestíbulo,durmient habitación escobilla baño
