web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
"1776260909-3705","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Sylvain","Francia","Habitación Cuádruple Prémium","2 noches ·","En familia","Excellent hôtel très bien placé.","Très bien placé en plein centre. Très belles chambres. Super de pouvoir avoir une chambre pour 4. Très bon petit déjeuner, notamment le jus d’orange.","","9,0","Fecha del comentario: 14 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3706","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Angéla","Hungría","Habitación Estándar","2 noches ·","En grupo","tökéletes","A hotel közel van a metróhoz ( reptérre vezető vonalhoz), és minden látnivalóhoz, étteremhez, kávézóhoz. Nagy segítség volt a csomagmegőrző szolgáltatás.","","10","Fecha del comentario: 13 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3707","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Nicole","Francia","Habitación Doble Estándar con vistas a la plaza del ayuntamiento","5 noches ·","En familia","Excepcional","Hôtel très propre, personnel génial, situation idéale pour visites, restaurants shopping 😃!","","10","Fecha del comentario: 11 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3708","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Alexander","Alemania","Habitación Estándar","4 noches ·","En pareja","Top Lage, sehr freundlich, sauber, sehr hellhörig","Tolle Lage, Personal sehr freundlich, Zimmer erfüllen ihren Zweck, Aufzug ist extrem langsam, daher würde ich das nächste Mal nicht in einer der oberen Etagen buchen. Und leider sind die Zimmer sehr hellhörig, man hört, was der Nachbar macht 🫣","","8,0","Fecha del comentario: 11 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3709","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Colette","Países Bajos","Habitación Estándar","4 noches ·","En pareja","Fantastisch","Alles maar vooral de locatie","Niets alles was top","10","Fecha del comentario: 11 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3710","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Daniela","Italia","Habitación Cuádruple Estándar","2 noches ·","En familia","Bellissimo","Tutto veramente eccezionale! Dalla posizione alla struttura e al personale ! Consiglio di alloggiare qui !","","10","Fecha del comentario: 11 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3711","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Svenja","Alemania","","3 noches ·","Persona que viaja sola","Aufregende & beeindruckende Zeit während der Pre-Fallas","Sehr zentrale Lage, wunderschönes Gebäude, überdurchschnittlich großes Zimmer, sehr gutes Frühstück! Beste Lage zum Erkunden der Stadt!","Ich war (unbeabsichtigt) zu den Pre-Fallas dort. Während der Mascleta kam man mittags nicht einfach so zum Hotel, da der komplette Platz inkl. Nebenstraßen weiträumig abgesperrt war.. auch im Hotel selber hat man den „Ausnahmezustand“ gemerkt. Man gehört als Tourist nun mal nicht zu den Privilegierten, die die super Zimmer mit Aussicht wahrscheinlich auf Lebzeit geerbt haben.. die Fahrstühle waren zu den Zeiten der Feuerwerke dann nur den „Fallas Gästen“ vorbehalten und als Gast musste man warten.. war einfach unnötig und hätte freundlicher gelöst werden können.","8,0","Fecha del comentario: 10 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3712","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Dirk","Alemania","","3 noches ·","En grupo","Sehr gute Lage","Sehr gute Lage, sehr Zentral, je nach Zimmer sehr gute Aussicht","Zimmer sehr hellhörig, draußen sehr laut","8,0","Fecha del comentario: 10 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3713","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Gioia","Italia","Habitación Cuádruple Estándar","2 noches ·","En familia","Due giorni da favola!","Struttura in posizione eccellente, camera grande, luminosa e pulita. Ottimo!!","","10","Fecha del comentario: 10 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3714","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Laura","Países Bajos","Habitación Estándar","4 noches ·","En pareja","Fantastisch verblijf gehad","Prima hotel , goede service . Heerlijk schoon","","10","Fecha del comentario: 9 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3715","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Miodrag","Eslovenia","","3 noches ·","En familia","Excepcional","vse je bilo odlično","","10","Fecha del comentario: 9 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3716","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Tania","Italia","Habitación Doble Estándar con vistas a la plaza del ayuntamiento","3 noches ·","En pareja","Ottimo","L'hotel è in un'ottima posizione  5 minuti dal centro è 5 minuti dalla metro. Vista a plaza ayuntamiento  bellissima. Avevamo la macchina da caffè,  bollitore e frigo, che lusso. Stanza molto pulita.","Unico inconveniente uno dei due ascensori era fuori servizio e dovevi aspettare un po per salire.","10","Fecha del comentario: 8 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3717","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Corrado","Italia","","2 noches ·","En grupo","Splendida avventura","Posizione eccellente e tranquilla ,vicina ad ogni mezzo pubblico .staff professionale ed accogliente unica nota negativa un solo  funzionante per 8 piani ,porte interne della camera scadente rispetto a tutto il resto dell’ arredamento nuovo e molto curato nei dettagli .bisognetenbe mettere qualche cosa nella vasca da bagno come antiscivolo","","8,0","Fecha del comentario: 7 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3718","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Manfred","Austria","Habitación Triple Económica con vistas al patio interior","1 noche ·","En pareja","Excepcional","Zentrale Lage und Frühstücksbuffet","","10","Fecha del comentario: 7 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3719","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Manfred","Austria","","3 noches ·","En pareja","Fantástico","Zentrale Lage und Frühstücktsbuffet","","9,0","Fecha del comentario: 7 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3720","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Jeroen","Países Bajos","Habitación Estándar","3 noches ·","En pareja","Tophotel op een superlocatie","Wat een tophotel met een superligging.Men geeft aan 2 sterren, maar het hadden er net zo goed 4 kunnen zijn.Volgende keer zouden we weer dit hotel boeken.","Voor de lichte slaper, kan het iets gehoriger zijn.","10","Fecha del comentario: 7 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3721","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Greeve","Países Bajos","Habitación Estándar","4 noches ·","En familia","Luxe uitstraling in hartje centrum","Een heerlijk hotel in hartje centrum van Valencia. Een luxe uitstraling. Heel vriendelijk personeel. We hadden een standaardkamer. We hadden geen ontbijt bijgeboekt, want je kan in de buurt overal ontbijten of wat halen in de centrale markthal wat je binnen 5 minuten lopen bent. We hebben heel erg genoten. Elke dag schone handdoeken als we dat wilden en opgemaakte bedden. Super accomodatie!","","10","Fecha del comentario: 6 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3722","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Selin","Alemania","","7 noches ·","Persona que viaja sola","Zentral, luxuriös und günstig!","Dass dieses Hotel nur 2 Sterne hat, ist mir unbegreiflich. Es hätte mindestens 4 Sterne verdient. Das Personal ist total freundlich und hilfsbereit. Die Lage könnte nicht besser sein!","","10","Fecha del comentario: 6 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3723","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Molinero","Italia","Habitación Cuádruple Superior","3 noches ·","En grupo","Excepcional","L'hotel è situato in una delle più belle piazze di València. È nuovo, pulitissimo. Lo staff è gentile e parlano tutti italiano. La colazione è ottima e abbondante. Consigliatissimo!!!","","10","Fecha del comentario: 6 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
"1776260909-3724","https://www.booking.com/hotel/es/venecia.es.html?aid=311090&label=hotel-92883-es-%2A4vs33ODk_lp5NoFsuYp7QS161716332610%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2397602597457%3Akwd-2676624277%3Alp9197712%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8pawEozW2KQ80&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9288332_88193104_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9288332_88193104_2_2_0&hpos=1&matching_block_id=9288332_88193104_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9288332_88193104_2_2_0__19580&srepoch=1776250585&srpvid=fd804ce223920107&type=total&ucfs=1&","Venecia Plaza Centro","Boeren","Países Bajos","","3 noches ·","En pareja","Fantastisch","Mooi schoon verzorgd hotel perfecte locatie","","10","Fecha del comentario: 6 de abril de 2025","9,5","9,4","8,9","9,1","9,0","9,4","9,9","9,2","Fantástico"
